Year,Month,Region,Org Code,Org Name,A0,A1,A2,A3,A4,A114,A5,A6,A111,A112,A113,A7,A8,A9,A10,A11,A12,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A17,A18,A19,A20,A21,A22,A23,A53,A54,A55,A56,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A74,A82,A83,A84,A78,A94,A95,A96,A115,A116,A117,A118,A75,A85,A86,A87,A79,A97,A98,A99,A119,A120,A121,A122,A76,A88,A89,A90,A80,A100,A101,A102,A77,A91,A92,A93,A81,A103,A104,A105,A49,A50,A51,A52,A13,A14,A15,A16,A106,A107,A108,A109,A110,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73
2018,10,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,79576,63761,741002,12,3,.,70,154,.,.,.,59508,3458,2199,29905,19964,781,1556762,450,836,1402705,638,1198,34820047,1164,2196,97728249,4895,11421,5579701,7144,16709,3359,140,620,539,286,2313,472,36332,538,19279,56149,7871,5773,5033,3754,42215,33308,33864,21222,1428,821,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,318,96078,302,497,2632,132897,50,81,.,.,.,.,.,0,208,1552,0,281,1322899,6360,14574,12367068,7968,16966,.,.,.,2799784,9964,21605
2018,10,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,104148,79122,377197,5,2,.,19,57,.,.,.,71641,4554,2855,38797,17883,666,1920246,422,761,1931963,677,1251,62912601,1622,3391,76516939,4279,9839,5591958,8396,18556,3990,349,1332,4975,552,1757,26,38620,3579,25452,67651,10135,7879,6479,5101,52571,44734,25106,19122,926,692,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,384,129482,337,616,2787,132581,48,86,.,.,.,.,.,172,914,739,16,1141,6077947,6650,14103,6103281,8259,17201,132943,8309,22635,11334216,9934,21178
2018,10,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,108787,78810,310790,4,1,.,22,47,.,.,.,87955,5543,3581,42035,32003,1577,2278677,411,708,1686706,471,823,30423226,724,1315,63244585,1976,4363,4901336,3108,7435,2642,5,6,0,217,2414,1888,50762,3316,31235,85313,10390,7666,6615,4984,53515,44346,56906,33467,4009,1654,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,199,53721,270,523,3456,99783,29,56,.,.,.,.,.,239,0,2388,0,1531,.,.,.,14132926,5918,13537,.,.,.,11977089,7823,18920
2018,10,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,83505,60787,116496,2,1,.,1,41,.,.,.,66438,5265,3770,38136,11671,1241,2263985,430,743,2252292,597,1064,45704108,1198,2497,33812457,2897,7054,5275128,4251,10076,4319,476,892,5018,463,2488,678,40478,6462,15179,62119,11957,8904,8393,6335,56995,44552,24976,15721,2627,1379,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3417,95203,28,50,.,.,.,.,.,98,2495,165,44,3004,10040283,4024,9126,638868,3872,7792,295309,6712,11037,25682781,8550,19185
2018,11,Eng,Eng,England,982671,721971,4492357,6,1,.,36,82,.,.,.,704355,56484,38556,379545,171217,12619,24324491,431,751,25889892,671,1256,499574222,1316,2693,651386509,3804,8927,64863967,5140,11826,42575,4355,12618,25666,3120,22482,5654,418177,38544,205059,661780,122891,94341,83827,65395,525915,421589,280104,186044,20927,13419,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2113,669428,317,537,36697,1525140,42,78,.,.,.,.,.,813,8903,11272,237,12484,43713342,4910,10292,73902015,6556,13787,1843134,7777,15414,113206471,9068,19321
2018,11,North East and Yorkshire,Y63,North East and Yorkshire,129782,90020,191269,2,1,.,5,30,.,.,.,101311,7515,5253,57751,20099,1676,3052884,406,706,2786774,531,964,74679053,1293,2678,78126293,3887,9140,7343273,4381,10545,6065,569,1228,7635,560,3708,830,60542,10399,24305,95246,15292,12084,10556,8459,81393,65609,36837,23805,3127,1736,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,31827,398,654,4892,134711,28,48,.,.,.,.,.,92,2504,1511,41,3194,10642288,4250,9056,10833550,7170,15066,256270,6250,13885,27845617,8718,19884
2018,11,North West,Y62,North West,136311,103941,1173027,11,1,.,72,124,.,.,.,95132,8360,5966,50763,21207,3233,3861610,462,771,3730635,625,1078,70787187,1394,2985,86870871,4096,9794,17074904,5281,11342,6837,559,3797,5443,321,2160,0,58829,5839,23627,88295,17258,13760,12105,9792,64384,54014,29530,22505,4130,3465,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4715,171808,36,74,.,.,.,.,.,263,1654,1028,118,904,8774488,5305,11030,6028687,5864,12592,861522,7301,15212,7629911,8440,18134
2018,11,Midlands,Y60,Midlands,197527,148396,739978,5,1,.,28,61,.,.,.,150645,12108,7864,77808,43452,1577,5369470,443,776,6159344,783,1679,97930332,1259,2521,127398288,2932,6689,5545289,3516,8725,7651,2396,1101,11,999,3155,2070,89242,6077,47675,142994,22145,17096,14494,11386,99343,82511,73132,45331,3792,1626,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,561,165993,296,514,6941,240835,35,67,.,.,.,.,.,247,362,3351,1,4088,1938320,5354,11401,17225533,5140,11763,3118,3118,3118,33244471,8132,17066
2018,11,East of England,Y61,East of England,105722,66766,586513,9,1,.,54,110,.,.,.,71646,6487,4327,40945,13375,2178,3160292,487,873,3315816,766,1395,63466061,1550,3143,68946609,5155,12440,13330128,6120,15107,4661,80,3017,396,43,1521,2249,42521,2104,22360,66985,14703,10620,9692,7140,63632,46482,26193,14462,4024,2370,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,515,148683,289,493,6083,248048,41,76,.,.,.,.,.,56,748,536,22,1216,6627292,8860,20425,5657366,10555,24518,256537,11661,22098,14778504,12153,28147
2018,11,London,Y56,London,161455,131288,671387,5,0,.,39,96,.,.,.,103270,11231,8473,57048,20570,1521,4228910,377,629,5610521,662,1144,64317518,1127,2294,64923320,3156,7565,6970353,4583,10310,7093,182,1123,6207,226,5562,0,64089,6861,25227,96177,29573,22690,22158,17263,86277,65247,33625,23203,2168,1614,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6512,394087,61,120,.,.,.,.,.,5,583,1302,43,1285,3290291,5644,11789,9245055,7101,13303,307481,7151,13295,11439641,8902,16318
2018,11,South East,Y59,South East,148984,104300,795982,8,3,.,37,101,.,.,.,110237,6344,3887,55282,34999,1798,2795556,441,816,2361020,607,1136,60861857,1101,2136,147058280,4202,9822,9984758,5553,12630,6113,106,809,922,454,4744,484,64223,3735,36166,104124,13785,10315,8444,6409,76261,61603,55718,38012,2828,1937,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,565,192179,340,551,4864,213770,44,74,.,.,.,.,.,1,2188,2892,0,620,6901549,3154,5892,19690239,6809,13714,.,.,.,6085057,9815,19332
2018,11,South West,Y58,South West,102890,77260,334201,4,2,.,15,50,.,.,.,72114,4439,2786,39948,17515,636,1855769,418,764,1925782,691,1286,67532214,1691,3555,78062848,4457,10318,4615262,7257,15460,4155,463,1543,5052,517,1632,21,38731,3529,25699,67959,10135,7776,6378,4946,54625,46123,25069,18726,858,671,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,392,130746,334,583,2690,121881,45,81,.,.,.,.,.,149,864,652,12,1177,5539114,6411,13359,5221585,8009,15578,158206,13184,18984,12183270,10351,20688
2018,11,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,86375,68002,419365,6,2,.,35,81,.,.,.,61768,6307,4116,34989,11933,200,2976294,472,837,4402066,1070,2445,65122432,1861,3882,53080738,4448,10519,768759,3844,9958,5016,2389,1084,11,833,710,12,37515,2848,16389,56752,11427,9205,7733,6306,44867,37508,15688,12441,221,178,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,328,101110,308,531,3294,136111,41,80,.,.,.,.,.,0,362,450,1,2510,1938320,5354,11401,2409024,5353,10472,3118,3118,3118,20696851,8246,16222
2018,11,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,105722,66766,586513,9,1,.,54,110,.,.,.,71646,6487,4327,40945,13375,2178,3160292,487,873,3315816,766,1395,63466061,1550,3143,68946609,5155,12440,13330128,6120,15107,4661,80,3017,396,43,1521,2249,42521,2104,22360,66985,14703,10620,9692,7140,63632,46482,26193,14462,4024,2370,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,515,148683,289,493,6083,248048,41,76,.,.,.,.,.,56,748,536,22,1216,6627292,8860,20425,5657366,10555,24518,256537,11661,22098,14778504,12153,28147
2018,11,Y59,R1F,ISLE OF WIGHT NHS TRUST,2572,1365,12062,9,1,.,55,113,.,.,.,1973,101,68,886,683,83,71645,709,1254,60843,895,1508,989279,1117,2211,2377822,3481,8662,573838,6914,15116,110,0,3,4,5,102,0,1294,20,549,1863,133,120,90,82,1007,936,813,720,104,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,5358,447,630,73,7243,99,100,.,.,.,.,.,0,56,40,0,14,232807,4157,8652,327058,8176,15705,.,.,.,61490,4392,11456
2018,11,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,161455,131288,671387,5,0,.,39,96,.,.,.,103270,11231,8473,57048,20570,1521,4228910,377,629,5610521,662,1144,64317518,1127,2294,64923320,3156,7565,6970353,4583,10310,7093,182,1123,6207,226,5562,0,64089,6861,25227,96177,29573,22690,22158,17263,86277,65247,33625,23203,2168,1614,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6512,394087,61,120,.,.,.,.,.,5,583,1302,43,1285,3290291,5644,11789,9245055,7101,13303,307481,7151,13295,11439641,8902,16318
2018,11,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,46305,29840,102265,3,1,.,14,37,.,.,.,34452,2394,1579,19162,8441,373,893856,373,647,730549,463,816,27245653,1422,2924,43876201,5198,11951,1880939,5043,13075,1828,46,358,2721,140,1284,0,19856,3885,8883,32624,4527,3766,3002,2517,25027,21449,12495,8214,580,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,31827,398,654,1427,39617,28,52,.,.,.,.,.,0,0,1323,0,68,.,.,.,10187490,7700,16161,.,.,.,749062,11016,24261
2018,11,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,136311,103941,1173027,11,1,.,72,124,.,.,.,95132,8360,5966,50763,21207,3233,3861610,462,771,3730635,625,1078,70787187,1394,2985,86870871,4096,9794,17074904,5281,11342,6837,559,3797,5443,321,2160,0,58829,5839,23627,88295,17258,13760,12105,9792,64384,54014,29530,22505,4130,3465,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4715,171808,36,74,.,.,.,.,.,263,1654,1028,118,904,8774488,5305,11030,6028687,5864,12592,861522,7301,15212,7629911,8440,18134
2018,11,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,66142,39824,268955,7,3,.,26,83,.,.,.,47365,2727,1644,23384,14099,928,1135091,416,770,991099,603,1127,23755101,1016,2045,43798855,3107,7281,4153960,4476,10227,2578,16,156,363,162,2244,0,25820,3211,15756,44787,5344,4148,3278,2574,31934,26321,20209,15803,1337,1029,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,201,63339,315,535,2170,84806,39,79,.,.,.,.,.,1,1946,1354,0,348,5618469,2887,5104,7779204,5745,10263,.,.,.,3075902,8839,17335
2018,11,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,80270,63111,514965,8,3,.,43,112,.,.,.,60899,3516,2175,31012,20217,787,1588820,452,839,1309078,602,1131,36117477,1165,2203,100881603,4990,11633,5256960,6680,15201,3425,90,650,555,287,2398,484,37109,504,19861,57474,8308,6047,5076,3753,43320,34346,34696,21489,1387,821,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,352,123482,351,557,2621,121721,46,70,.,.,.,.,.,0,186,1498,0,258,1050273,5647,13309,11583977,7733,16780,.,.,.,2947665,11425,22454
2018,11,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,102890,77260,334201,4,2,.,15,50,.,.,.,72114,4439,2786,39948,17515,636,1855769,418,764,1925782,691,1286,67532214,1691,3555,78062848,4457,10318,4615262,7257,15460,4155,463,1543,5052,517,1632,21,38731,3529,25699,67959,10135,7776,6378,4946,54625,46123,25069,18726,858,671,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,392,130746,334,583,2690,121881,45,81,.,.,.,.,.,149,864,652,12,1177,5539114,6411,13359,5221585,8009,15578,158206,13184,18984,12183270,10351,20688
2018,11,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,111152,80394,320613,4,1,.,22,45,.,.,.,88877,5801,3748,42819,31519,1377,2393176,413,710,1757278,469,837,32807900,766,1409,74317550,2358,5239,4776530,3469,8546,2635,7,17,0,166,2445,2058,51727,3229,31286,86242,10718,7891,6761,5080,54476,45003,57444,32890,3571,1448,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,233,64883,278,489,3647,104724,29,55,.,.,.,.,.,247,0,2901,0,1578,.,.,.,14816509,5107,11963,.,.,.,12547620,7952,18409
2018,11,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,83477,60180,89004,1,1,.,1,27,.,.,.,66859,5121,3674,38589,11658,1303,2159028,422,733,2056225,560,1028,47433400,1229,2556,34250092,2938,7105,5462334,4192,9821,4237,523,870,4914,420,2424,830,40686,6514,15422,62622,10765,8318,7554,5942,56366,44160,24342,15591,2547,1362,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3465,95094,27,47,.,.,.,.,.,92,2504,188,41,3126,10642288,4250,9056,646060,3436,7364,256270,6250,13885,27096555,8668,19789
2018,12,Eng,Eng,England,1040709,765101,4392172,6,1,.,32,84,.,.,.,750240,60238,41373,409106,175117,15053,25674608,426,745,27195284,657,1232,549274088,1343,2782,698229197,3987,9424,76063383,5053,11371,47812,4922,14752,27082,3356,24782,7334,441399,38456,222573,702428,131494,100366,90161,69924,565857,452322,281197,187791,24424,16028,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2224,687838,309,520,39154,1584443,40,74,.,.,.,.,.,957,9136,11134,266,13009,41111727,4500,9437,68126804,6119,12956,2104489,7912,16065,105013567,8072,17411
2018,12,North East and Yorkshire,Y63,North East and Yorkshire,141678,97454,217774,2,1,.,5,31,.,.,.,108613,8322,5693,62647,20631,1967,3433672,413,717,2955310,519,947,86094692,1374,2868,90985026,4410,10491,8615373,4380,10649,6844,753,1614,7477,591,3886,2519,65118,10034,26617,101769,16847,13148,11318,8951,87806,69816,34724,21804,3817,2055,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99,41867,423,658,5419,148877,27,49,.,.,.,.,.,88,2579,1439,41,3031,10321808,4002,8910,10504094,7300,15778,244963,5975,10216,23384155,7715,17819
2018,12,North West,Y62,North West,136894,109551,1152801,11,1,.,73,136,.,.,.,101419,9273,6733,53144,21788,4305,4275680,461,775,4223400,627,1071,79209674,1490,3222,92837378,4261,10233,25311860,5880,12286,7561,531,4410,5876,338,2282,0,61344,5906,26608,93858,19054,15119,13630,10973,67915,56682,30239,23214,5435,4602,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5230,191790,37,73,.,.,.,.,.,332,1641,1036,114,1502,7492334,4566,9607,4785951,4620,10275,871872,7648,14509,9927205,6609,14112
2018,12,Midlands,Y60,Midlands,210756,158633,652730,4,1,.,21,58,.,.,.,160358,12263,8020,85998,43779,1764,5365342,438,772,6216439,775,1689,109792875,1277,2597,130399207,2979,6947,5631316,3192,7593,8560,2666,1154,13,1177,3563,2202,94307,6071,51420,151798,22968,17520,15138,11712,110323,91472,73071,45683,4214,1839,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,577,159940,277,485,7024,229439,33,62,.,.,.,.,.,300,302,3350,5,4040,1467261,4858,10795,14305686,4270,9766,68883,13777,25520,31395830,7771,16538
2018,12,East of England,Y61,East of England,108961,67018,210965,3,1,.,7,52,.,.,.,78259,6998,4686,43994,14809,2343,3131180,447,819,3236147,691,1251,59672902,1356,2776,59086025,3990,9520,10627958,4536,11177,5478,98,3672,607,50,1658,1976,45750,2112,24919,72781,16241,11636,10755,7872,67133,50032,27739,16076,4249,2548,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,509,156764,308,495,6529,223364,34,59,.,.,.,.,.,34,891,567,50,1257,5704956,6403,14170,3919166,6912,16040,407357,8147,22098,10437604,8304,20429
2018,12,London,Y56,London,172917,139276,655071,5,0,.,34,97,.,.,.,108821,12148,9261,60714,20524,1635,4591325,378,629,6142372,663,1151,75370612,1241,2605,74575302,3634,8891,7418447,4537,10332,7878,243,1196,6943,244,6195,0,66867,6994,27082,100943,31755,24308,24031,18686,93061,69389,33319,23132,2216,1732,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7149,429279,60,118,.,.,.,.,.,23,539,1359,37,1319,3289045,6102,12872,10209781,7513,14876,344233,9304,17240,12396323,9398,16798
2018,12,South East,Y59,South East,159890,111296,1077580,10,2,.,54,131,.,.,.,115445,6746,4207,59685,34702,1668,3042339,451,823,2586085,615,1152,68576183,1149,2246,170924984,4926,11481,10162658,6093,13629,7123,145,995,1091,452,5531,624,66640,3679,38003,108322,14511,10859,8969,6834,81508,65640,55330,37731,2644,1812,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,619,185873,300,492,5150,243350,47,74,.,.,.,.,.,2,2250,2645,0,624,7024023,3122,5831,18818074,7115,14045,.,.,.,6135846,9833,20412
2018,12,South West,Y58,South West,109613,81873,425251,5,2,.,22,63,.,.,.,77325,4488,2773,42924,18884,1371,1835070,409,738,1835531,662,1241,70557150,1644,3488,79421275,4206,9787,8295771,6051,13221,4368,486,1711,5075,504,1667,13,41373,3660,27924,72957,10118,7776,6320,4896,58111,49291,26775,20151,1849,1440,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,420,143394,341,606,2653,118344,45,83,.,.,.,.,.,178,934,738,19,1236,5812300,6223,12346,5584052,7566,15894,167181,8799,17371,11336604,9172,19346
2018,12,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,94263,73698,390168,5,2,.,28,78,.,.,.,65873,6402,4238,40123,10552,201,2975508,465,830,4457053,1052,2470,75429197,1880,3991,58170645,5513,13149,799874,3979,10227,5525,2654,1138,13,981,752,6,39643,2844,17861,60348,11826,9374,8101,6489,51962,43316,13978,11077,203,173,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,325,88297,272,458,3294,129204,39,74,.,.,.,.,.,0,302,275,5,2488,1467261,4858,10795,1582237,5754,11267,68883,13777,25520,20592685,8277,16889
2018,12,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,108961,67018,210965,3,1,.,7,52,.,.,.,78259,6998,4686,43994,14809,2343,3131180,447,819,3236147,691,1251,59672902,1356,2776,59086025,3990,9520,10627958,4536,11177,5478,98,3672,607,50,1658,1976,45750,2112,24919,72781,16241,11636,10755,7872,67133,50032,27739,16076,4249,2548,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,509,156764,308,495,6529,223364,34,59,.,.,.,.,.,34,891,567,50,1257,5704956,6403,14170,3919166,6912,16040,407357,8147,22098,10437604,8304,20429
2018,12,Y59,R1F,ISLE OF WIGHT NHS TRUST,2783,1444,14222,10,1,.,51,159,.,.,.,2046,98,64,833,818,84,61632,629,1159,46859,732,1276,900631,1081,2109,3014930,3686,8533,522256,6217,14171,105,0,11,12,1,93,0,1267,24,650,1941,143,127,95,83,966,873,1007,856,102,92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,3404,567,1128,79,7036,89,108,.,.,.,.,.,2,60,33,0,13,254327,4239,8438,245091,7427,13728,.,.,.,179869,13836,31584
2018,12,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,172917,139276,655071,5,0,.,34,97,.,.,.,108821,12148,9261,60714,20524,1635,4591325,378,629,6142372,663,1151,75370612,1241,2605,74575302,3634,8891,7418447,4537,10332,7878,243,1196,6943,244,6195,0,66867,6994,27082,100943,31755,24308,24031,18686,93061,69389,33319,23132,2216,1732,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7149,429279,60,118,.,.,.,.,.,23,539,1359,37,1319,3289045,6102,12872,10209781,7513,14876,344233,9304,17240,12396323,9398,16798
2018,12,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,50595,32672,120379,4,1,.,13,42,.,.,.,36670,2654,1658,20918,8317,463,1033386,389,677,766934,463,836,33373422,1595,3290,50360435,6055,13999,2419102,5225,13449,1962,64,446,2798,116,1336,0,21320,3748,9640,34708,5078,4203,3147,2651,26784,22985,12070,8161,689,446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99,41867,423,658,1637,47414,29,56,.,.,.,.,.,0,0,1262,0,70,.,.,.,9788236,7756,16852,.,.,.,1018322,14547,30407
2018,12,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,136894,109551,1152801,11,1,.,73,136,.,.,.,101419,9273,6733,53144,21788,4305,4275680,461,775,4223400,627,1071,79209674,1490,3222,92837378,4261,10233,25311860,5880,12286,7561,531,4410,5876,338,2282,0,61344,5906,26608,93858,19054,15119,13630,10973,67915,56682,30239,23214,5435,4602,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5230,191790,37,73,.,.,.,.,.,332,1641,1036,114,1502,7492334,4566,9607,4785951,4620,10275,871872,7648,14509,9927205,6609,14112
2018,12,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,70617,42125,268978,6,3,.,20,86,.,.,.,49686,2710,1670,24924,14568,859,1146112,423,768,1014803,608,1149,26048427,1045,2121,48466908,3327,7913,3908762,4550,10643,3015,17,166,344,187,2645,0,26871,3138,16662,46671,5428,4150,3323,2586,33826,27772,21059,16446,1292,963,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,210,66141,315,528,2168,83972,39,77,.,.,.,.,.,0,2043,1223,0,344,5791440,2835,5117,6749035,5518,10178,.,.,.,2699030,7846,16605
2018,12,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,86490,67727,794380,12,2,.,75,159,.,.,.,63713,3938,2473,33928,19316,725,1834595,466,853,1524423,616,1150,41627125,1227,2341,119443146,6184,14297,5731640,7906,17104,4003,128,818,735,264,2793,624,38502,517,20691,59710,8940,6582,5551,4165,46716,36995,33264,20429,1250,757,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,403,116328,289,464,2903,152342,52,71,.,.,.,.,.,0,147,1389,0,267,978256,6655,14685,11823948,8513,17457,.,.,.,3256947,12198,24773
2018,12,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,109613,81873,425251,5,2,.,22,63,.,.,.,77325,4488,2773,42924,18884,1371,1835070,409,738,1835531,662,1241,70557150,1644,3488,79421275,4206,9787,8295771,6051,13221,4368,486,1711,5075,504,1667,13,41373,3660,27924,72957,10118,7776,6320,4896,58111,49291,26775,20151,1849,1440,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,420,143394,341,606,2653,118344,45,83,.,.,.,.,.,178,934,738,19,1236,5812300,6223,12346,5584052,7566,15894,167181,8799,17371,11336604,9172,19346
